tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-16 18:20:04	LT-NO:LP-DIR-T	pmagpy-3.8.9-2	2.1	203.3		g	41.9	9.06e-08	1	1	8.88e-10	2.81e-09	1.79e-09	u	273	0	0	0.00	-90.00	273
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-19 18:28:49	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.4	201.2		g	41.9	9.00e-08	2	1	1.18e-09	6.94e-10	1.82e-09	u	273	0	0	0.00	-90.00	323.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-21 22:10:27	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	0.7	203.4		g	42.0	8.88e-08	3	1	6.42e-10	8.78e-10	1.21e-09	u	273	0	0	0.00	-90.00	348.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-24 09:44:17	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	0.9	203.6		g	40.9	8.61e-08	4	1	5.32e-10	1.11e-09	1.28e-09	u	273	0	0	0.00	-90.00	373.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-24 15:41:04	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.4	203.0		g	39.7	8.19e-08	5	1	8.28e-10	1.48e-09	1.46e-09	u	273	0	0	0.00	-90.00	398.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-25 12:24:04	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.3	206.0		g	37.1	7.78e-08	6	1	5.49e-10	1.04e-09	1.50e-09	u	273	0	0	0.00	-90.00	423.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-26 13:44:45	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.9	205.6		g	35.3	7.32e-08	7	1	1.72e-09	3.17e-09	1.44e-09	u	273	0	0	0.00	-90.00	448.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-26 19:45:54	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.3	208.6		g	35.0	7.21e-08	8	1	1.15e-09	1.12e-09	1.12e-09	u	273	0	0	0.00	-90.00	473.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-09-28 19:36:54	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.7	210.7		g	34.5	6.96e-08	9	1	9.62e-10	1.39e-09	1.45e-09	u	273	0	0	0.00	-90.00	498.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-01 11:55:36	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.3	207.6		g	34.5	6.93e-08	10	1	5.14e-10	7.40e-10	1.56e-09	u	273	0	0	0.00	-90.00	523.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-05 18:47:53	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.8	208.0		g	34.4	6.74e-08	11	1	6.64e-10	1.37e-09	1.66e-09	u	273	0	0	0.00	-90.00	548.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-06 02:23:03	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.1	208.1		g	34.1	6.45e-08	12	1	4.03e-10	4.30e-10	1.41e-09	u	273	0	0	0.00	-90.00	573.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-06 06:58:08	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.2	208.6		g	33.8	6.18e-08	13	1	1.12e-09	1.68e-09	1.44e-09	u	273	0	0	0.00	-90.00	598.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-06 12:44:02	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.7	208.6		g	33.6	5.74e-08	14	1	7.87e-10	1.82e-10	1.62e-09	u	273	0	0	0.00	-90.00	623.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-08 13:19:09	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.4	207.5		g	33.0	5.42e-08	15	1	1.49e-09	2.60e-09	1.40e-09	u	273	0	0	0.00	-90.00	648.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-10 16:22:00	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.6	209.2		g	32.5	4.96e-08	16	1	4.97e-10	4.92e-10	1.41e-09	u	273	0	0	0.00	-90.00	673.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-13 11:09:41	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	4.9	211.3		g	32.5	4.46e-08	17	1	2.08e-09	2.62e-09	1.93e-09	u	273	0	0	0.00	-90.00	698.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-13 16:50:54	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.8	211.4		g	32.4	3.99e-08	18	1	7.75e-10	4.02e-10	1.85e-09	u	273	0	0	0.00	-90.00	723.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-16 18:35:24	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.6	213.5		g	32.4	3.58e-08	19	1	1.05e-09	1.41e-09	1.62e-09	u	273	0	0	0.00	-90.00	748.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-19 18:27:28	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	5.0	215.4		g	32.0	3.11e-08	20	1	1.61e-09	1.78e-09	1.44e-09	u	273	0	0	0.00	-90.00	773.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-20 13:28:54	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	4.3	214.7		g	31.3	2.72e-08	21	1	9.58e-10	1.34e-09	1.40e-09	u	273	0	0	0.00	-90.00	798.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-26 14:25:36	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.8	221.1		g	32.6	2.19e-08	22	1	4.97e-10	3.02e-10	1.02e-09	u	273	0	0	0.00	-90.00	823.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-29 10:50:37	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.8.9-2	2.1	207.5	average of multiple measurements	g	26.6	1.744e-08	23	2.0	3.86e-10	4.70e-10	9.47e-10	u	273	0	0	0.00	-90.00	833.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-29 16:49:29	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.9	204.3		g	30.4	8.75e-09	24	1	1.57e-10	1.41e-10	2.95e-10	u	273	0	0	0.00	-90.00	843.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-31 12:21:35	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.9	193.7		g	45.0	2.27e-09	25	1	5.32e-11	3.35e-11	6.73e-11	u	273	0	0	0.00	-90.00	848.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-10-31 19:25:57	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	5.0	181.2		g	61.8	1.12e-09	26	1	5.65e-11	9.30e-11	4.90e-11	u	273	0	0	0.00	-90.00	850.0
This study	unknown	PI47-1a	PI47-1a	PI47-1a	PI47-1a:LP-DIR-T	hargrave 2015-11-05 12:06:34	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	6.6	236.9		g	29.3	7.25e-10	27	1	2.82e-11	6.95e-11	5.26e-11	u	273	0	0	0.00	-90.00	852.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-16 18:21:39	LT-NO:LP-DIR-T	pmagpy-3.8.9-2	2.4	169.0		g	36.9	5.40e-08	1	1	1.25e-09	1.53e-09	1.30e-09	u	273	0	0	0.00	-90.00	273
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-19 18:30:25	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.4	167.8		g	35.7	5.37e-08	2	1	1.51e-09	4.02e-10	1.72e-09	u	273	0	0	0.00	-90.00	323.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-21 22:12:02	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.6	168.8		g	35.5	5.31e-08	3	1	4.19e-10	2.24e-09	8.30e-10	u	273	0	0	0.00	-90.00	348.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-24 09:45:53	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.4	171.6		g	33.9	5.09e-08	4	1	5.15e-10	1.06e-09	5.48e-10	u	273	0	0	0.00	-90.00	373.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-24 15:42:39	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.7	171.5		g	32.1	4.70e-08	5	1	8.34e-10	6.16e-10	9.93e-10	u	273	0	0	0.00	-90.00	398.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-25 12:25:44	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.9	173.7		g	29.3	4.29e-08	6	1	7.50e-10	8.06e-10	1.01e-09	u	273	0	0	0.00	-90.00	423.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-26 13:48:43	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.6	174.6		g	26.8	3.89e-08	7	1	3.03e-10	1.03e-09	4.43e-10	u	273	0	0	0.00	-90.00	448.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-26 19:47:28	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	1.6	174.5		g	26.6	3.78e-08	8	1	4.29e-10	7.96e-10	6.23e-10	u	273	0	0	0.00	-90.00	473.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-09-28 19:38:33	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.3	176.6		g	26.4	3.59e-08	9	1	5.38e-10	1.24e-09	6.26e-10	u	273	0	0	0.00	-90.00	498.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-01 11:57:17	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.5	174.4		g	26.4	3.53e-08	10	1	7.78e-10	9.09e-10	1.04e-09	u	273	0	0	0.00	-90.00	523.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-05 18:49:29	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.9	175.8		g	26.0	3.37e-08	11	1	8.82e-10	9.48e-10	1.15e-09	u	273	0	0	0.00	-90.00	548.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-06 02:24:39	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.1	177.5		g	25.4	3.14e-08	12	1	6.39e-10	1.16e-09	1.09e-09	u	273	0	0	0.00	-90.00	573.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-06 06:59:43	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.3	179.1		g	24.4	2.92e-08	13	1	5.83e-10	3.11e-10	9.86e-10	u	273	0	0	0.00	-90.00	598.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-06 12:45:38	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.7	179.4		g	24.9	2.65e-08	14	1	3.61e-10	9.77e-10	6.86e-10	u	273	0	0	0.00	-90.00	623.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-08 13:20:45	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	5.6	180.6		g	23.8	2.41e-08	15	1	5.87e-10	2.11e-09	1.02e-09	u	273	0	0	0.00	-90.00	648.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-10 16:23:36	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.6	179.3		g	23.7	2.11e-08	16	1	5.04e-10	4.03e-10	8.19e-10	u	273	0	0	0.00	-90.00	673.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-13 11:11:17	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.6	176.0		g	24.4	1.78e-08	17	1	4.37e-10	3.19e-10	7.04e-10	u	273	0	0	0.00	-90.00	698.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-13 16:52:29	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	2.7	176.9		g	25.1	1.47e-08	18	1	3.94e-10	2.37e-10	6.03e-10	u	273	0	0	0.00	-90.00	723.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-16 18:37:03	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	3.1	174.2		g	24.0	1.21e-08	19	1	3.26e-10	3.47e-10	5.16e-10	u	273	0	0	0.00	-90.00	748.0
This study	unknown	PI47-2a	PI47-2a	PI47-2a	PI47-2a:LP-DIR-T	hargrave 2015-10-19 18:29:07	LT-T-Z:LP-DIR-T	pmagpy-3.8.9-2	4.3	176.1		g	24.6	9.28e-09	20	1	1.97e-10	6.82e-10	1.84e-10	u	273	0	0	0.00	-90.00	773.0
